url,review_header,reviewer_name,review_content,review_star_rating,review_helpful_votes,verified_purchaser
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Works great everytime!!,Finn,"Have purchased every year for past three years. Code has always worked, no issues. I price check before purchase, and it has always been my best option with the Target Discount. I just log into Microsoft and add the code to my account. Never a problem, works seamlessly. I have a 2020 Lenovo laptop for reference.",5,0,Verified purchaser
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Was not able tonuse on Apple Mac laptop,Mzjulesnyc,Was not able to use or download,1,0,Verified purchaser
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Easy to use,Dee,It's really easy to use. The code was sent right after I paid. And my Microsoft 365 has successfully renewed.,5,8,Verified purchaser
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,MS365 for Business,JT,Business subscription licensing is too complicated,2,7,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,More Directions for the non IT Helpdesk Buyer,Craft,Would help to have more directions on set up and assigning of license etc. I've been using trial an error setting up 365 and getting the apps to down load etc.,3,9,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Activation not Happening,Not Pleased,I purchased an Office 365 subscription with a Dell XPS 13 laptop. All attempts to activate my subscription have failed regardless of claims that it is supposed to be an automatic process. Unbelievably frustrating.,1,12,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Jeff,jeff,"no documentation, cannot use",1,9,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Microsoft Business Apps,Hannah,Works great. Use them for school all the time,5,3,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Switched to Microsoft 365 Family,SpookyFCO,"I purchased Microsoft 365 for Business, but ended up going with Microsoft 365 for Family (5 licenses). Both are great (though I don't love the annual fee - but it's still cost effective) and a very powerful software suite, so I'm happy with my choice.",5,9,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,365,Phillyfella,"I've used Word and Excel for years. The experience with MS 365 has been, in a word, exasperating. Microsoft has made the experience far more difficult than necessary.",2,17,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Office 365 Renewal,Ricardo,"Easy to buy process, notification emails about coming renewal",5,0,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Office 365,J. Allen,"Forces the customer to use ""One Drive"" cloud service without the option to load without it. One Drive and its processing created numerous problems until it was shut down and disabled",1,14,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,I really don'tknow how to make the best use of it.,ADRIENNE,I would probably like it more if I knew more of how it works and what it can do.,3,2,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,Dell is easier to understand than Microsoft,Al Wayne,The transaction via Dell was fine however Microsoft's licensing structure is confusing and cryptic,5,3,
https://www.target.com/p/microsoft-365-personal-12-month-subscription-digital/-/A-78297146,5 star review,Joe Palazzi,It does everything I need it to do and has been up 100% of the time so far.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,example was good,turbo22356,the turbo tax was good and it was helpful to me thanks,4,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Great Program,Val Y,Quick and easy to use . The program is fast and easy to navigate. Low cost and well worth the money. I am a loyal customer and I definitely use this program again and again.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TURBO TAX IS GREAT,FBING,TURBO TAX THROUGH INTUIT REPROGRAMMED TURBO TAX SINCE UPDATER WAS NOT WORKING,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo Tax Is Great,LakeB1,Always very satisfied with using Turbo tax Advantage.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TURBO TAX IS OWSOME,MAHLI,TURBO IS THE BEST TAX APPLICATION I EVER USED FOR 2023,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo tax is easy to use.,I will not give a review,It worked good except when I tried to load the software from the CD. I had to go on-line due to the set-up exe file issue,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TTax could be so much better,TSSjr,"There is very little or none in the way of commentary as the forms progress, using the IRS line number method. TTax could offer input as one goes along",3,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TURBO TAX GOOD BUT VERY ANNOYED,rodeodrive,"LAST YEAR I FILED MY IMCOME TAX ON MY IMAC COMPUTER. THIS YEAR I WAS INCONVENIENCED BECAUSE MY IMAC WILL NO LONGER ALLOW TURBO TAX TO FUNCTION, DUE TO THE FACT I CAN NOT UPGRADE THE IOS (OLDER COMPUTER), I HAD TO GO BORROW A WINDOWS OPERATING SYSTEM TO FILE. I DON'T KNOW WHO'S A FAULT BUT YOU FOLKS IN THE INDUSTRY HAVE TO GET IT TOGETHER. I AM VERY ANNOYED!",3,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo Tax State issues!,bluebook,"Turbo tax is everything I need to do my taxes but sometimes it askes questions that are not easy to understand. Also, the state tax also asks for things from a prior year and I don't understand why it can't read it from the prior year taxes like the federal does.",4,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Easy to use.,BrianKRichmond,Makes taxes easy. Imports all my important tax documents.,4,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TURBO TAX IS RELIABLE,Tax right,IT IS EASY TO USE. YOU HAVE EXCELLENT SUPPORTING STUFF.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Easy Way to File,McDuffie6,Easy Peasy for this retired lady! Have use Turbo Tax for years.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo tax works,1SAG,Easy to use. Guides you through the process understandably.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Great Turbo Tax,Rhyming Tymon,"Great, no problems completing the forms and printing the results. Thank you.",5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TurboTax is my tax person!,RBI1,"Been using the program for over 10 years now and remains (relatively) pain free, even with some complications due to rental income and royalties.",5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,"Tubo tax is easy to use, and gives peace of mind!!",HOLYCHUCK,Continuous checks and reviews to get best returns.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo Tax is Easy to use,MMYMM89,easy to understand and update good tax filing pachage,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo Tax Review,cam1372,I found it easy to use and helpful for what I needed.,4,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Great tax program!,mlpeter9,Program doesn't work for touchscreen on a laptop. Please fix. Been this way for at least 2 years now.,3,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,awesome,eggo123,turbo tax is easy and affordable. i use it every year,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,TurboTax is amazing!!!!,OHNOMRBILL516,Turbotax is an amazing tool to complete my tax returns quickly and efficiently. I love it and have been using it for many years.,5,0,
https://www.target.com/p/turbotax-2023-deluxe-federal-and-state-tax-software/-/A-89741680,Turbo Tax is the Best!!,PIB1,TurboTax is very easy to use. You can either let Turbo Tax walk you through all possible personal tax items or you can decide yourself which items need attention.,5,0,
